Id	Partida	Solicitud	SP_Activo_Final	Valor_SP_Final	PV_Final	MateriaPrima	Equipo	Local_Timestamp	Time_Stamp	TimeStampDb
25610	10129639	4	SP Semi R111	270	263,910126	Xilol	R111	2025-01-31 12:39:00.000	2025-01-31 17:39:00.000	2025-01-31 13:48:12.133
25611	10129517	6	SP Receta R111	783	782,8821	Xilol	R111	2025-01-31 13:03:00.000	2025-01-31 18:03:00.000	2025-01-31 13:48:12.133
25615	10129530	1	SP Semi TK131	567,9992	659,213562	Soda	TK131	2025-01-31 18:03:00.000	2025-01-31 23:03:00.000	2025-01-31 21:46:26.383
25616	12345678	1	SP Receta TK221	749,699036	2314,98438	Soda	TK221	2025-01-31 18:03:00.000	2025-01-31 23:03:00.000	2025-01-31 21:46:26.383
25614	10129624	2	SP Receta V115	565	571,7957	Metil	V115	2025-01-31 18:51:00.000	2025-01-31 23:51:00.000	2025-01-31 21:46:26.383
25613	10129624	2	SP Receta V115	328	319,651245	Estireno	V115	2025-01-31 18:55:00.000	2025-01-31 23:55:00.000	2025-01-31 21:46:26.383
25612	10129624	2	SP Receta V115	382	384,7704	Butil	V115	2025-01-31 18:59:00.000	2025-01-31 23:59:00.000	2025-01-31 21:46:26.383
25617	10129517	2	SP Semi R111	270	270,126373	Xilol	R111	2025-01-31 20:23:00.000	2025-02-01 01:23:00.000	2025-01-31 21:46:26.383
25618	10129624	4	SP Receta R111	718	717,714233	Xilol	R111	2025-01-31 21:10:00.000	2025-02-01 02:10:00.000	2025-01-31 21:46:26.383
25622	10129525	1	SP Semi TK131	660	659,2945	Soda	TK131	2025-02-01 02:10:00.000	2025-02-01 07:10:00.000	2025-02-01 05:46:42.563
25623	10129384	2	SP Receta R221	1926,19128	1929,97363	Soda	R221	2025-02-01 02:25:00.000	2025-02-01 07:25:00.000	2025-02-01 05:46:42.563
25625	10129624	2	SP Receta R111	19,7023087	18,0051613	Xilol	R111	2025-02-01 03:13:00.000	2025-02-01 08:13:00.000	2025-02-01 05:46:42.563
25621	10129625	2	SP Receta V115	565	573,126343	Metil	V115	2025-02-01 03:14:00.000	2025-02-01 08:14:00.000	2025-02-01 05:46:42.563
25620	10129625	2	SP Receta V115	328	320,937439	Estireno	V115	2025-02-01 03:18:00.000	2025-02-01 08:18:00.000	2025-02-01 05:46:42.563
25619	10129625	2	SP Receta V115	382	384,532043	Butil	V115	2025-02-01 03:22:00.000	2025-02-01 08:22:00.000	2025-02-01 05:46:42.563
25626	10129625	2	SP Receta V115	57	50,5150146	Xilol	V115	2025-02-01 04:19:00.000	2025-02-01 09:19:00.000	2025-02-01 05:46:42.563
25627	10129624	4	SP Semi R111	250	243,8104	Xilol	R111	2025-02-01 04:49:00.000	2025-02-01 09:49:00.000	2025-02-01 05:46:42.563
25628	10129625	6	SP Receta R111	718	718,280334	Xilol	R111	2025-02-01 05:21:00.000	2025-02-01 10:21:00.000	2025-02-01 05:46:42.563
25624	10129385	2	SP Semi TK221	17	16,676281	Soda	TK221	2025-02-01 05:25:00.000	2025-02-01 10:25:00.000	2025-02-01 05:46:42.563
25629	10129526	1	SP Semi TK131	660	659,71875	Soda	TK131	2025-02-01 10:25:00.000	2025-02-01 15:25:00.000	2025-02-01 13:47:22.883
25631	10129625	2	SP Receta R111	18	17,9044743	Xilol	R111	2025-02-01 11:21:00.000	2025-02-01 16:21:00.000	2025-02-01 13:47:22.883
25630	10129788	2	SP Receta R221	1950	1949,42712	Soda	R221	2025-02-01 11:56:00.000	2025-02-01 16:56:00.000	2025-02-01 13:47:22.883
25632	10129625	4	SP Semi R111	250	250,016052	Xilol	R111	2025-02-01 12:59:00.000	2025-02-01 17:59:00.000	2025-02-01 13:47:22.883
25633	10129660	1	SP Semi TK131	580	579,5527	Soda	TK131	2025-02-01 17:59:00.000	2025-02-01 22:59:00.000	2025-02-01 21:46:27.440
25641	10129626	2	SP Receta V115	626,471558	571,777161	Metil	V115	2025-02-02 22:37:00.000	2025-02-03 03:37:00.000	2025-02-03 05:46:14.320
25638	10129626	2	SP Receta V115	564,9465	327,7224	Estireno	V115	2025-02-02 22:41:00.000	2025-02-03 03:41:00.000	2025-02-03 05:46:14.320
25635	10129626	2	SP Receta V115	257,121979	385,0099	Butil	V115	2025-02-02 22:45:00.000	2025-02-03 03:45:00.000	2025-02-03 05:46:14.320
25647	10129699	2	SP Receta V141	4779	4780,088	Vam	V141	2025-02-02 22:54:00.000	2025-02-03 03:54:00.000	2025-02-03 05:46:14.320
25634	10129699	2	SP Receta V141	499	507,0205	2EHA	V141	2025-02-02 23:13:00.000	2025-02-03 04:13:00.000	2025-02-03 05:46:14.320
25649	10129626	2	SP Receta R111	668	668,2008	Xilol	R111	2025-02-02 23:31:00.000	2025-02-03 04:31:00.000	2025-02-03 05:46:14.320
25636	10129672	2	SP Receta V241	2293	2291,70825	Butil	V241	2025-02-02 23:55:00.000	2025-02-03 04:55:00.000	2025-02-03 05:46:14.320
25644	10129644	2	SP Receta R131	1287,87	1287,87781	Soda	R131	2025-02-03 00:11:00.000	2025-02-03 05:11:00.000	2025-02-03 05:46:14.320
25648	10129672	2	SP Receta V241	4452	4438,0415	Vam	V241	2025-02-03 00:22:00.000	2025-02-03 05:22:00.000	2025-02-03 05:46:14.320
25645	10129788	2	SP Semi V221	47,9672241	69,49109	Toluol	V221	2025-02-03 02:27:00.000	2025-02-03 07:27:00.000	2025-02-03 05:46:14.320
25646	10129788	4	SP Semi V221	50	12,170166	Toluol	V221	2025-02-03 02:43:00.000	2025-02-03 07:43:00.000	2025-02-03 05:46:14.320
25639	10129788	2	SP Receta V221	847	846,1847	Estireno	V221	2025-02-03 02:56:00.000	2025-02-03 07:56:00.000	2025-02-03 05:46:14.320
25642	10129788	2	SP Receta V221	325	323,967163	Metil	V221	2025-02-03 03:14:00.000	2025-02-03 08:14:00.000	2025-02-03 05:46:14.320
25650	10129626	2	SP Receta V115	92	79,4317	Xilol	V115	2025-02-03 04:42:00.000	2025-02-03 09:42:00.000	2025-02-03 05:46:14.320
25643	10129630	4	SP Receta V115	634	641,8962	Metil	V115	2025-02-03 05:01:00.000	2025-02-03 10:01:00.000	2025-02-03 05:46:14.320
25640	10129630	4	SP Receta V115	594,1	588,964966	Estireno	V115	2025-02-03 05:06:00.000	2025-02-03 10:06:00.000	2025-02-03 05:46:14.320
25637	10129630	4	SP Receta V115	241,6	243,921509	Butil	V115	2025-02-03 05:12:00.000	2025-02-03 10:12:00.000	2025-02-03 05:46:14.320
25654	10129644	1	SP Semi TK131	660	659,5431	Soda	TK131	2025-02-03 10:12:00.000	2025-02-03 15:12:00.000	2025-02-03 13:46:51.210
25651	10129674	2	SP Receta V241	2293	2291,83325	Butil	V241	2025-02-03 12:39:00.000	2025-02-03 17:39:00.000	2025-02-03 13:46:51.210
25655	10129674	2	SP Receta V241	4452	4441,44141	Vam	V241	2025-02-03 12:51:00.000	2025-02-03 17:51:00.000	2025-02-03 13:46:51.210
25653	10129631	2	SP Receta V115	634	640,200745	Metil	V115	2025-02-03 13:36:00.000	2025-02-03 18:36:00.000	2025-02-03 13:46:51.210
25652	10129631	2	SP Receta V115	594,1	576,5668	Estireno	V115	2025-02-03 13:41:00.000	2025-02-03 18:41:00.000	2025-02-03 13:46:51.210
25658	12345678	1	SP Semi TK131	660	659,110657	Soda	TK131	2025-02-03 18:41:00.000	2025-02-03 23:41:00.000	2025-02-03 21:47:12.883
25657	10129663	2	SP Receta D122	573	574,5718	Ethil	D122	2025-02-03 19:01:00.000	2025-02-04 00:01:00.000	2025-02-03 21:47:12.883
25656	10129675	2	SP Receta V241	2293	2292,36646	Butil	V241	2025-02-03 19:45:00.000	2025-02-04 00:45:00.000	2025-02-03 21:47:12.883
25659	10129550	2	SP Receta R221	2048	2047,60266	Toluol	R221	2025-02-03 19:46:00.000	2025-02-04 00:46:00.000	2025-02-03 21:47:12.883
25660	10129675	2	SP Receta V241	4452	4440,49951	Vam	V241	2025-02-03 20:01:00.000	2025-02-04 01:01:00.000	2025-02-03 21:47:12.883
25665	10129648	1	SP Receta R131	1287,87	1287,5271	Soda	R131	2025-02-04 01:01:00.000	2025-02-04 06:01:00.000	2025-02-04 05:47:22.767
25666	10129647	2	SP Semi TK131	660	659,5755	Soda	TK131	2025-02-04 02:19:00.000	2025-02-04 07:19:00.000	2025-02-04 05:47:22.767
25667	10129550	2	SP Receta R221	644,7119	679,9891	Toluol	R221	2025-02-04 02:35:00.000	2025-02-04 07:35:00.000	2025-02-04 05:47:22.767
25668	10129550	4	SP Receta R221	2048	2047,84766	Toluol	R221	2025-02-04 02:56:00.000	2025-02-04 07:56:00.000	2025-02-04 05:47:22.767
25661	10129676	2	SP Receta V241	2293	2293,46655	Butil	V241	2025-02-04 03:24:00.000	2025-02-04 08:24:00.000	2025-02-04 05:47:22.767
25669	10129552	2	SP Semi TK221	70	69,28844	Toluol	TK221	2025-02-04 03:33:00.000	2025-02-04 08:33:00.000	2025-02-04 05:47:22.767
25670	10129676	2	SP Receta V241	4452	4440,21631	Vam	V241	2025-02-04 03:36:00.000	2025-02-04 08:36:00.000	2025-02-04 05:47:22.767
25664	10129632	2	SP Receta V115	634	645,6796	Metil	V115	2025-02-04 04:03:00.000	2025-02-04 09:03:00.000	2025-02-04 05:47:22.767
25663	10129632	2	SP Receta V115	594,1	588,2142	Estireno	V115	2025-02-04 04:07:00.000	2025-02-04 09:07:00.000	2025-02-04 05:47:22.767
25662	10129632	2	SP Receta V115	241,6	244,1836	Butil	V115	2025-02-04 04:12:00.000	2025-02-04 09:12:00.000	2025-02-04 05:47:22.767
25671	10129632	2	SP Receta R111	778	777,5599	Xilol	R111	2025-02-04 04:52:00.000	2025-02-04 09:52:00.000	2025-02-04 05:47:22.767
25676	10129649	1	SP Receta R131	1287,87	1287,69983	Soda	R131	2025-02-04 09:52:00.000	2025-02-04 14:52:00.000	2025-02-04 13:47:56.150
25678	10129550	1	SP Receta R221	218,005829	679,97644	Toluol	R221	2025-02-04 09:52:00.000	2025-02-04 14:52:00.000	2025-02-04 13:47:56.150
25682	10129632	2	SP Receta V115	193,381668	191,581024	Xilol	V115	2025-02-04 10:02:00.000	2025-02-04 15:02:00.000	2025-02-04 13:47:56.150
25679	10129550	3	SP Receta R221	2048	2047,596	Toluol	R221	2025-02-04 10:17:00.000	2025-02-04 15:17:00.000	2025-02-04 13:47:56.150
25672	10129677	2	SP Receta V241	2293	2291,59155	Butil	V241	2025-02-04 10:30:00.000	2025-02-04 15:30:00.000	2025-02-04 13:47:56.150
25675	10129633	2	SP Receta V115	634	645,677368	Metil	V115	2025-02-04 10:36:00.000	2025-02-04 15:36:00.000	2025-02-04 13:47:56.150
25674	10129633	2	SP Receta V115	594,1	589,0715	Estireno	V115	2025-02-04 10:40:00.000	2025-02-04 15:40:00.000	2025-02-04 13:47:56.150
25681	10129677	2	SP Receta V241	4452	4440,491	Vam	V241	2025-02-04 10:43:00.000	2025-02-04 15:43:00.000	2025-02-04 13:47:56.150
25673	10129633	2	SP Receta V115	241,6	246,196777	Butil	V115	2025-02-04 10:45:00.000	2025-02-04 15:45:00.000	2025-02-04 13:47:56.150
25680	10129552	2	SP Semi TK221	50	49,9665756	Toluol	TK221	2025-02-04 11:16:00.000	2025-02-04 16:16:00.000	2025-02-04 13:47:56.150
25683	10129633	4	SP Receta V115	129	104,922852	Xilol	V115	2025-02-04 11:20:00.000	2025-02-04 16:20:00.000	2025-02-04 13:47:56.150
25677	10129648	2	SP Semi TK131	660	659,6519	Soda	TK131	2025-02-04 11:22:00.000	2025-02-04 16:22:00.000	2025-02-04 13:47:56.150
25684	10129632	2	SP Semi R111	270	261,5264	Xilol	R111	2025-02-04 12:15:00.000	2025-02-04 17:15:00.000	2025-02-04 13:47:56.150
25685	10129633	4	SP Receta R111	778	778,125061	Xilol	R111	2025-02-04 12:42:00.000	2025-02-04 17:42:00.000	2025-02-04 13:47:56.150
25697	10129701	2	SP Receta V141	3181	3187,96851	Vam	V141	2025-02-04 17:50:00.000	2025-02-04 22:50:00.000	2025-02-04 21:47:14.320
25686	10129678	2	SP Receta V241	2293	2289,7832	Butil	V241	2025-02-04 17:52:00.000	2025-02-04 22:52:00.000	2025-02-04 21:47:14.320
25693	10129550	2	SP Semi R221	694,1567	719,9421	Toluol	R221	2025-02-04 17:55:00.000	2025-02-04 22:55:00.000	2025-02-04 21:47:14.320
25698	10129678	2	SP Receta V241	4452	4440,908	Vam	V241	2025-02-04 18:05:00.000	2025-02-04 23:05:00.000	2025-02-04 21:47:14.320
25694	10129550	4	SP Semi R221	50	49,6675072	Toluol	R221	2025-02-04 18:12:00.000	2025-02-04 23:12:00.000	2025-02-04 21:47:14.320
25692	12345678	2	SP Semi TK131	660	659,441833	Soda	TK131	2025-02-04 19:18:00.000	2025-02-05 00:18:00.000	2025-02-04 21:47:14.320
25689	10129788	2	SP Receta V221	620	619,9431	Metil	V221	2025-02-04 19:32:00.000	2025-02-05 00:32:00.000	2025-02-04 21:47:14.320
25695	10129729	2	SP Receta V115	1085,412	1081,235	Toluol	V115	2025-02-04 19:34:00.000	2025-02-05 00:34:00.000	2025-02-04 21:47:14.320
25690	10129729	2	SP Receta V115	621	630,2084	Metil	V115	2025-02-04 19:42:00.000	2025-02-05 00:42:00.000	2025-02-04 21:47:14.320
25687	10129729	2	SP Receta V115	63,1	66,70154	Butil	V115	2025-02-04 19:46:00.000	2025-02-05 00:46:00.000	2025-02-04 21:47:14.320
25699	10129633	2	SP Semi R111	270	270,195	Xilol	R111	2025-02-04 19:57:00.000	2025-02-05 00:57:00.000	2025-02-04 21:47:14.320
25696	10129729	4	SP Receta V115	148	132,87822	Toluol	V115	2025-02-04 20:42:00.000	2025-02-05 01:42:00.000	2025-02-04 21:47:14.320
25691	10129729	4	SP Receta V115	621	633,405151	Metil	V115	2025-02-04 20:45:00.000	2025-02-05 01:45:00.000	2025-02-04 21:47:14.320
25688	10129729	4	SP Receta V115	63,1	65,86847	Butil	V115	2025-02-04 20:48:00.000	2025-02-05 01:48:00.000	2025-02-04 21:47:14.320
25706	10129652	1	SP Semi TK131	2111,68457	2450,02979	Soda	TK131	2025-02-05 01:48:00.000	2025-02-05 06:48:00.000	2025-02-05 05:47:23.523
25700	10129830	2	SP Receta D122	644	651,099243	Butil	D122	2025-02-05 02:13:00.000	2025-02-05 07:13:00.000	2025-02-05 05:47:23.523
25703	10129830	2	SP Receta D122	644	638,4407	Estireno	D122	2025-02-05 02:18:00.000	2025-02-05 07:18:00.000	2025-02-05 05:47:23.523
25709	10129729	2	SP Receta R111	20	19,74595	Toluol	R111	2025-02-05 02:26:00.000	2025-02-05 07:26:00.000	2025-02-05 05:47:23.523
25712	10129788	2	SP Receta V221	84,5892944	85,79895	Xilol	V221	2025-02-05 02:34:00.000	2025-02-05 07:34:00.000	2025-02-05 05:47:23.523
25710	10129730	2	SP Receta V115	1091	1080,59143	Toluol	V115	2025-02-05 02:41:00.000	2025-02-05 07:41:00.000	2025-02-05 05:47:23.523
25705	10129730	2	SP Receta V115	621	630,4136	Metil	V115	2025-02-05 02:49:00.000	2025-02-05 07:49:00.000	2025-02-05 05:47:23.523
25701	10129730	2	SP Receta V115	63,1	65,96472	Butil	V115	2025-02-05 02:53:00.000	2025-02-05 07:53:00.000	2025-02-05 05:47:23.523
25713	10129572	2	SP Semi R221	8,256378	17,468	Xilol	R221	2025-02-05 03:04:00.000	2025-02-05 08:04:00.000	2025-02-05 05:47:23.523
25704	10129788	2	SP Receta V221	1845	1844,86035	Estireno	V221	2025-02-05 03:12:00.000	2025-02-05 08:12:00.000	2025-02-05 05:47:23.523
25702	10129788	2	SP Receta V221	998	997,6411	Butil	V221	2025-02-05 03:25:00.000	2025-02-05 08:25:00.000	2025-02-05 05:47:23.523
25707	10129652	3	SP Semi TK131	14,1947041	19,7236385	Soda	TK131	2025-02-05 04:48:00.000	2025-02-05 09:48:00.000	2025-02-05 05:47:23.523
25708	10129652	5	SP Semi TK131	25	24,8681335	Soda	TK131	2025-02-05 05:16:00.000	2025-02-05 10:16:00.000	2025-02-05 05:47:23.523
25711	10129729	4	SP Semi R111	450	449,808716	Toluol	R111	2025-02-05 05:21:00.000	2025-02-05 10:21:00.000	2025-02-05 05:47:23.523
25716	10129653	1	SP Semi TK131	1574,18713	2480,01782	Soda	TK131	2025-02-05 10:21:00.000	2025-02-05 15:21:00.000	2025-02-05 13:46:33.980
25718	10129730	2	SP Receta R111	20	20,03266	Toluol	R111	2025-02-05 12:06:00.000	2025-02-05 17:06:00.000	2025-02-05 13:46:33.980
25719	10129572	2	SP Semi R221	19,9922924	19,5036449	Xilol	R221	2025-02-05 12:47:00.000	2025-02-05 17:47:00.000	2025-02-05 13:46:33.980
25715	10129788	2	SP Receta V221	1845	1844,31274	Estireno	V221	2025-02-05 12:55:00.000	2025-02-05 17:55:00.000	2025-02-05 13:46:33.980
25714	10129788	2	SP Receta V221	998	997,3978	Butil	V221	2025-02-05 13:08:00.000	2025-02-05 18:08:00.000	2025-02-05 13:46:33.980
25717	12345678	3	SP Semi TK131	15	18,4375935	Soda	TK131	2025-02-05 13:16:00.000	2025-02-05 18:16:00.000	2025-02-05 13:46:33.980
25720	10129572	4	SP Semi R221	18	17,9845066	Xilol	R221	2025-02-05 13:29:00.000	2025-02-05 18:29:00.000	2025-02-05 13:46:33.980
25724	12345678	1	SP Semi TK131	2450	2449,245	Soda	TK131	2025-02-05 18:29:00.000	2025-02-05 23:29:00.000	2025-02-05 21:46:55.447
25725	10129764	2	SP Receta R221	1598	1597,68054	Xilol	R221	2025-02-05 19:55:00.000	2025-02-06 00:55:00.000	2025-02-05 21:46:55.447
25723	10129731	2	SP Receta V115	641	651,915344	Metil	V115	2025-02-05 20:19:00.000	2025-02-06 01:19:00.000	2025-02-05 21:46:55.447
25722	10129731	2	SP Receta V115	601,6	599,6345	Estireno	V115	2025-02-05 20:23:00.000	2025-02-06 01:23:00.000	2025-02-05 21:46:55.447
25721	10129731	2	SP Receta V115	244,2	247,230713	Butil	V115	2025-02-05 20:29:00.000	2025-02-06 01:29:00.000	2025-02-05 21:46:55.447
25734	10129731	1	SP Receta R111	783	783,081543	Xilol	R111	2025-02-06 01:29:00.000	2025-02-06 06:29:00.000	2025-02-06 05:46:10.997
25731	10129741	2	SP Receta R131	1287,87	1287,87366	Soda	R131	2025-02-06 01:30:00.000	2025-02-06 06:30:00.000	2025-02-06 05:46:10.997
25729	10129788	2	SP Receta V221	1845	1844,25171	Estireno	V221	2025-02-06 01:39:00.000	2025-02-06 06:39:00.000	2025-02-06 05:46:10.997
25726	10129788	2	SP Receta V221	998	997,9452	Butil	V221	2025-02-06 01:52:00.000	2025-02-06 06:52:00.000	2025-02-06 05:46:10.997
25730	10129772	2	SP Receta V141	2349,28	2354,90771	Estireno	V141	2025-02-06 01:54:00.000	2025-02-06 06:54:00.000	2025-02-06 05:46:10.997
25735	10129764	2	SP Receta R221	48,27916	19,991312	Xilol	R221	2025-02-06 01:55:00.000	2025-02-06 06:55:00.000	2025-02-06 05:46:10.997
25727	10129772	2	SP Receta V141	2567,36	2568,865	Butil	V141	2025-02-06 02:11:00.000	2025-02-06 07:11:00.000	2025-02-06 05:46:10.997
25732	10129655	2	SP Semi TK131	2500	2392,56616	Soda	TK131	2025-02-06 02:52:00.000	2025-02-06 07:52:00.000	2025-02-06 05:46:10.997
25736	10129764	4	SP Receta R221	99,98382	99,7968445	Xilol	R221	2025-02-06 03:46:00.000	2025-02-06 08:46:00.000	2025-02-06 05:46:10.997
25737	10129764	6	SP Receta R221	1598	1597,86389	Xilol	R221	2025-02-06 04:16:00.000	2025-02-06 09:16:00.000	2025-02-06 05:46:10.997
25733	10129794	2	SP Receta V241	5437	5425,508	Vam	V241	2025-02-06 05:18:00.000	2025-02-06 10:18:00.000	2025-02-06 05:46:10.997
25728	10129794	2	SP Receta V241	1633	1324,9082	Butil	V241	2025-02-06 05:40:00.000	2025-02-06 10:40:00.000	2025-02-06 05:46:10.997
25738	10129742	1	SP Receta R131	1287,87	1287,87939	Soda	R131	2025-02-06 10:40:00.000	2025-02-06 15:40:00.000	2025-02-06 13:46:35.360
25739	10129741	2	SP Semi TK131	660	659,4798	Soda	TK131	2025-02-06 12:00:00.000	2025-02-06 17:00:00.000	2025-02-06 13:46:35.360
25741	10129764	2	SP Receta R221	98,51771	99,92083	Xilol	R221	2025-02-06 12:04:00.000	2025-02-06 17:04:00.000	2025-02-06 13:46:35.360
25740	10129901	2	SP Receta R221	1598	1596,91333	Toluol	R221	2025-02-06 12:23:00.000	2025-02-06 17:23:00.000	2025-02-06 13:46:35.360
25742	10129803	2	SP Receta V241	2909,1	2903,70825	Butil	V241	2025-02-06 17:36:00.000	2025-02-06 22:36:00.000	2025-02-06 21:47:17.187
25751	10129733	2	SP Receta V115	130	107,1593	Xilol	V115	2025-02-06 17:41:00.000	2025-02-06 22:41:00.000	2025-02-06 21:47:17.187
25744	10129788	2	SP Receta V221	1845	1843,765	Estireno	V221	2025-02-06 17:52:00.000	2025-02-06 22:52:00.000	2025-02-06 21:47:17.187
25745	10129803	2	SP Receta V241	3027,8	3024,49976	Metil	V241	2025-02-06 17:53:00.000	2025-02-06 22:53:00.000	2025-02-06 21:47:17.187
25743	10129788	2	SP Receta V221	998	997,1543	Butil	V221	2025-02-06 18:05:00.000	2025-02-06 23:05:00.000	2025-02-06 21:47:17.187
25748	10129901	2	SP Receta R221	18,0269547	17,8644218	Toluol	R221	2025-02-06 18:14:00.000	2025-02-06 23:14:00.000	2025-02-06 21:47:17.187
25746	10129743	2	SP Receta R131	1287,87	1287,7644	Soda	R131	2025-02-06 19:42:00.000	2025-02-07 00:42:00.000	2025-02-06 21:47:17.187
25749	10129901	4	SP Receta R221	249,0709	249,940216	Toluol	R221	2025-02-06 20:10:00.000	2025-02-07 01:10:00.000	2025-02-06 21:47:17.187
25750	10129776	6	SP Receta R221	1598	1597,35669	Toluol	R221	2025-02-06 20:38:00.000	2025-02-07 01:38:00.000	2025-02-06 21:47:17.187
25752	10129733	2	SP Semi R111	610	585,2455	Xilol	R111	2025-02-06 20:40:00.000	2025-02-07 01:40:00.000	2025-02-06 21:47:17.187
25747	12345678	2	SP Semi TK131	660	392,7849	Soda	TK131	2025-02-06 21:04:00.000	2025-02-07 02:04:00.000	2025-02-06 21:47:17.187
25753	10129744	2	SP Receta R131	1287,87	1287,74731	Soda	R131	2025-02-07 03:45:00.000	2025-02-07 08:45:00.000	2025-02-07 05:46:41.580
25758	10129733	2	SP Receta V115	190	188,003189	Xilol	V115	2025-02-07 03:53:00.000	2025-02-07 08:53:00.000	2025-02-07 05:46:41.580
25757	10129835	2	SP Receta D122	1707,2	1722,00464	Vam	D122	2025-02-07 04:18:00.000	2025-02-07 09:18:00.000	2025-02-07 05:46:41.580
25755	10129776	2	SP Receta R221	265,757965	269,8632	Toluol	R221	2025-02-07 04:21:00.000	2025-02-07 09:21:00.000	2025-02-07 05:46:41.580
25756	10129776	4	SP Receta R221	1598	1597,505	Toluol	R221	2025-02-07 04:44:00.000	2025-02-07 09:44:00.000	2025-02-07 05:46:41.580
25754	10129743	2	SP Semi TK131	660	312,8741	Soda	TK131	2025-02-07 05:12:00.000	2025-02-07 10:12:00.000	2025-02-07 05:46:41.580
25759	10129752	1	SP Receta V141	2567,36	2570,82813	Butil	V141	2025-02-07 10:12:00.000	2025-02-07 15:12:00.000	2025-02-07 13:47:15.250
25763	10129734	2	SP Receta V115	130	108,440063	Xilol	V115	2025-02-07 10:24:00.000	2025-02-07 15:24:00.000	2025-02-07 13:47:15.250
25764	10129734	2	SP Receta R111	783	782,272339	Xilol	R111	2025-02-07 10:50:00.000	2025-02-07 15:50:00.000	2025-02-07 13:47:15.250
25760	10129744	2	SP Semi TK131	660	659,4776	Soda	TK131	2025-02-07 12:09:00.000	2025-02-07 17:09:00.000	2025-02-07 13:47:15.250
25761	10129776	2	SP Receta R221	258,262848	269,918365	Toluol	R221	2025-02-07 12:27:00.000	2025-02-07 17:27:00.000	2025-02-07 13:47:15.250
25762	10129778	4	SP Receta R221	1598	1597,21277	Toluol	R221	2025-02-07 12:46:00.000	2025-02-07 17:46:00.000	2025-02-07 13:47:15.250
25765	10129753	1	SP Receta V141	2567,36	2570,43579	Butil	V141	2025-02-07 17:46:00.000	2025-02-07 22:46:00.000	2025-02-07 21:46:19.097
25766	10129778	2	SP Semi R221	18	17,995409	Toluol	R221	2025-02-07 17:48:00.000	2025-02-07 22:48:00.000	2025-02-07 21:46:19.097
25769	10129734	2	SP Semi R111	270	269,776123	Xilol	R111	2025-02-07 18:15:00.000	2025-02-07 23:15:00.000	2025-02-07 21:46:19.097
25767	10129778	4	SP Receta R221	103,771919	17,9670429	Toluol	R221	2025-02-07 18:29:00.000	2025-02-07 23:29:00.000	2025-02-07 21:46:19.097
25770	10129711	4	SP Receta R111	718	718,2429	Xilol	R111	2025-02-07 18:58:00.000	2025-02-07 23:58:00.000	2025-02-07 21:46:19.097
25768	10129778	6	SP Receta R221	264,939026	269,133148	Toluol	R221	2025-02-07 20:21:00.000	2025-02-08 01:21:00.000	2025-02-07 21:46:19.097
25775	10129745	2	SP Semi TK131	14,4749126	659,461731	Soda	TK131	2025-02-08 02:25:00.000	2025-02-08 07:25:00.000	2025-02-08 05:45:56.970
25778	10129711	2	SP Semi R111	250	247,401489	Xilol	R111	2025-02-08 02:34:00.000	2025-02-08 07:34:00.000	2025-02-08 05:45:56.970
25773	10129754	2	SP Receta V141	2349,28	2353,72974	Estireno	V141	2025-02-08 03:10:00.000	2025-02-08 08:10:00.000	2025-02-08 05:45:56.970
25771	10129754	2	SP Receta V141	2567,36	2570,63184	Butil	V141	2025-02-08 03:28:00.000	2025-02-08 08:28:00.000	2025-02-08 05:45:56.970
25779	10129712	4	SP Receta R111	718	717,340332	Xilol	R111	2025-02-08 03:31:00.000	2025-02-08 08:31:00.000	2025-02-08 05:45:56.970
25776	10129788	2	SP Receta V221	46,57515	48,13269	Toluol	V221	2025-02-08 03:59:00.000	2025-02-08 08:59:00.000	2025-02-08 05:45:56.970
25774	10129788	2	SP Receta V221	1845	1844,86023	Estireno	V221	2025-02-08 04:32:00.000	2025-02-08 09:32:00.000	2025-02-08 05:45:56.970
25772	10129788	2	SP Receta V221	998	997,276	Butil	V221	2025-02-08 04:45:00.000	2025-02-08 09:45:00.000	2025-02-08 05:45:56.970
25777	10129779	2	SP Semi R221	18	17,0715122	Toluol	R221	2025-02-08 05:18:00.000	2025-02-08 10:18:00.000	2025-02-08 05:45:56.970
25782	10129856	1	SP Receta R131	793	792,3162	Soda	R131	2025-02-08 10:18:00.000	2025-02-08 15:18:00.000	2025-02-08 13:47:08.727
25783	10129855	2	SP Semi TK131	1030	1029,75037	Soda	TK131	2025-02-08 10:58:00.000	2025-02-08 15:58:00.000	2025-02-08 13:47:08.727
25784	10129779	2	SP Receta R221	1598	1597,43066	Toluol	R221	2025-02-08 11:17:00.000	2025-02-08 16:17:00.000	2025-02-08 13:47:08.727
25785	10129712	2	SP Semi R111	250	245,236526	Xilol	R111	2025-02-08 11:35:00.000	2025-02-08 16:35:00.000	2025-02-08 13:47:08.727
25786	10129713	4	SP Receta R111	718	718,0777	Xilol	R111	2025-02-08 12:13:00.000	2025-02-08 17:13:00.000	2025-02-08 13:47:08.727
25781	10129755	2	SP Receta V141	2349,28	2354,90771	Estireno	V141	2025-02-08 12:28:00.000	2025-02-08 17:28:00.000	2025-02-08 13:47:08.727
25780	10129755	2	SP Receta V141	2567,36	2569,454	Butil	V141	2025-02-08 12:44:00.000	2025-02-08 17:44:00.000	2025-02-08 13:47:08.727
